"MSSubClass","MSZoning","LotFrontage","LotArea","LotShape","LandContour","LotConfig","Neighborhood","Condition1","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","HeatingQC","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","FullBath","HalfBath","BedroomAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","WoodDeckSF","OpenPorchSF","EnclosedPorch","Fence","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
60,"RL",72,16387,2,"Lvl","Inside","NridgHt","Norm","1Fam","2Story",9,5,2006,2006,"Hip","VinylSd","VinylSd",2,215,"Gd","TA","PConc",5,4,1,6,1369,1,0,369,1738,"Gd",1738,851,2589,1,2,1,4,"Ex",11,1,4,"Attchd",2006,2,3,831,3,0,0,0,"None",8,2006,"New","Partial",NA
20,"RL",110,16163,3,"Lvl","Corner","NridgHt","Norm","1Fam","1Story",8,5,2004,2004,"Gable","VinylSd","VinylSd",1,232,"Gd","TA","PConc",4,3,3,1,0,1,0,1618,1618,"Ex",1618,0,1618,0,2,0,2,"Gd",6,1,4,"Attchd",2004,3,3,880,3,0,0,0,"None",7,2006,"WD","Normal",NA
20,"RL",108,12228,3,"Lvl","Corner","NridgHt","Norm","1Fam","1Story",7,5,2006,2006,"Hip","VinylSd","VinylSd",2,206,"Gd","TA","PConc",5,4,1,1,0,1,0,1721,1721,"Ex",1740,0,1740,0,2,0,4,"Gd",8,0,0,"Attchd",2006,2,3,874,3,0,43,0,"None",9,2006,"New","Partial",NA
20,"RL",120,14780,2,"HLS","Corner","NridgHt","Norm","1Fam","1Story",9,5,2005,2005,"Hip","VinylSd","VinylSd",1,568,"Ex","TA","PConc",5,3,4,6,1505,1,0,363,1868,"Ex",1868,0,1868,1,2,0,2,"Ex",7,1,4,"Attchd",2005,3,3,1085,3,354,56,0,"None",6,2006,"WD","Normal",NA
60,"RL",120,13975,2,"Lvl","Corner","NridgHt","Norm","1Fam","2Story",9,5,2005,2006,"Hip","VinylSd","VinylSd",1,525,"Gd","TA","PConc",4,3,3,1,0,1,0,1090,1090,"Ex",1117,1089,2206,0,2,1,4,"Ex",10,1,4,"BuiltIn",2005,3,3,670,3,148,95,0,"None",8,2006,"New","Partial",NA
60,"RL",82,9942,2,"Lvl","Inside","NridgHt","Norm","1Fam","2Story",9,5,2005,2006,"Gable","MetalSd","MetalSd",1,385,"Ex","TA","PConc",5,4,3,6,1290,1,0,316,1606,"Ex",1625,466,2091,1,2,1,3,"Ex",8,1,4,"Attchd",2005,2,2,521,3,194,84,0,"None",5,2006,"New","Partial",NA
60,"RL",103,12867,2,"Lvl","Corner","NridgHt","Norm","1Fam","2Story",8,5,2005,2006,"Gable","CemntBd","CmentBd",0,0,"Gd","TA","PConc",5,3,3,1,0,1,0,1209,1209,"Ex",1209,1044,2253,0,2,1,3,"Ex",8,1,4,"Attchd",2005,3,2,575,3,243,142,0,"None",7,2006,"New","Partial",NA
60,"RL",82,10672,2,"Lvl","Inside","NridgHt","Norm","1Fam","2Story",8,5,2006,2006,"Gable","VinylSd","VinylSd",0,0,"Gd","TA","PConc",5,3,4,1,0,1,0,1054,1054,"Gd",1054,1335,2389,0,2,1,4,"Gd",10,1,4,"BuiltIn",2006,3,3,672,3,176,64,0,"None",11,2006,"New","Partial",NA
60,"RL",82,11643,2,"Lvl","Inside","NridgHt","Norm","1Fam","2Story",8,5,2005,2006,"Hip","MetalSd","MetalSd",1,142,"Gd","TA","PConc",5,3,3,6,880,1,0,644,1524,"Ex",1544,814,2358,1,2,1,4,"Ex",10,1,4,"BuiltIn",2005,3,3,784,3,120,34,0,"None",8,2006,"New","Partial",NA
20,"RL",121,13758,2,"Lvl","Inside","NridgHt","Norm","1Fam","1Story",9,5,2005,2006,"Gable","VinylSd","VinylSd",1,430,"Ex","TA","PConc",5,3,4,6,1232,1,0,560,1792,"Ex",1792,0,1792,1,2,0,2,"Gd",6,1,4,"Attchd",2005,2,3,925,3,204,49,0,"None",3,2006,"New","Partial",NA
20,"RL",131,14828,2,"Lvl","Corner","NridgHt","Norm","1Fam","1Story",9,5,2004,2005,"Hip","MetalSd","MetalSd",1,674,"Ex","TA","PConc",5,3,4,6,1383,1,0,397,1780,"Ex",1780,0,1780,1,2,0,2,"Ex",7,1,4,"Attchd",2004,3,3,816,3,144,68,0,"None",8,2006,"WD","Normal",NA
60,"RL",92,13215,2,"Lvl","Corner","NridgHt","Norm","1Fam","2Story",8,5,2004,2004,"Gable","VinylSd","VinylSd",1,112,"Gd","TA","PConc",4,3,1,6,994,1,0,426,1420,"Ex",1426,488,1914,1,2,1,3,"Gd",9,1,3,"BuiltIn",2004,2,3,746,3,168,127,0,"None",2,2006,"WD","Normal",NA
120,"RL",48,5911,3,"Lvl","Inside","NridgHt","Norm","TwnhsE","1Story",9,5,2005,2005,"Hip","MetalSd","MetalSd",1,278,"Ex","TA","PConc",5,3,1,6,472,1,0,1088,1560,"Ex",1565,0,1565,1,2,0,2,"Ex",6,1,4,"Attchd",2005,2,2,556,3,196,56,0,"None",3,2006,"WD","Normal",NA
20,"RL",61,7740,3,"Lvl","Inside","NridgHt","Norm","TwnhsE","1Story",9,5,2006,2006,"Hip","MetalSd","MetalSd",1,518,"Gd","TA","PConc",5,4,1,6,1023,1,0,663,1686,"Ex",1686,0,1686,1,2,0,1,"Ex",6,1,4,"Attchd",2006,3,3,899,3,266,100,0,"None",6,2006,"New","Partial",NA
120,"RL",48,6373,3,"Lvl","Inside","NridgHt","Norm","TwnhsE","1Story",9,5,2006,2006,"Hip","MetalSd","MetalSd",1,572,"Ex","TA","PConc",5,4,1,6,415,1,0,1251,1666,"Ex",1666,0,1666,1,2,0,2,"Gd",6,1,4,"Attchd",2006,2,2,575,3,228,75,0,"None",6,2006,"New","Partial",NA
60,"RL",65,10237,3,"Lvl","Inside","Gilbert","RRAn","1Fam","2Story",6,5,2005,2006,"Gable","VinylSd","VinylSd",0,0,"Gd","TA","PConc",4,3,1,1,0,1,0,728,728,"Ex",728,728,1456,0,2,1,3,"Gd",8,1,4,"Attchd",2005,3,2,390,3,0,24,0,"None",2,2006,"New","Partial",NA
60,"RL",65,10237,3,"Lvl","Inside","Gilbert","RRAn","1Fam","2Story",7,5,2006,2006,"Gable","VinylSd","VinylSd",0,0,"Gd","TA","PConc",4,3,1,1,0,1,0,738,738,"Ex",738,754,1492,0,2,1,3,"Gd",8,0,0,"Attchd",2006,3,2,440,3,0,32,0,"None",9,2006,"New","Partial",NA
20,"RL",102,11660,2,"Lvl","Inside","Gilbert","Norm","1Fam","1Story",6,5,2006,2006,"Gable","VinylSd","VinylSd",0,0,"Gd","TA","PConc",4,3,3,1,0,1,0,1326,1326,"Ex",1326,0,1326,0,2,0,3,"Gd",6,0,0,"Attchd",2006,3,2,427,3,100,0,0,"None",7,2006,"New","Partial",NA
60,"RL",96,11631,2,"Lvl","Corner","Gilbert","Norm","1Fam","2Story",8,5,2004,2005,"Gable","VinylSd","VinylSd",1,236,"Gd","TA","PConc",4,3,3,1,0,1,0,1052,1052,"Ex",1052,1321,2373,0,2,1,4,"Gd",9,1,4,"BuiltIn",2004,3,3,632,3,120,46,0,"None",6,2006,"New","Partial",NA
60,"RL",75,9073,2,"Lvl","Inside","Gilbert","Norm","1Fam","2Story",7,5,2006,2006,"Gable","VinylSd","VinylSd",0,0,"Gd","TA","PConc",4,3,1,1,0,1,0,738,738,"Ex",738,754,1492,0,2,1,3,"Gd",8,0,0,"Attchd",2006,3,2,440,3,100,32,0,"None",10,2006,"New","Partial",NA
120,"RL",43,3087,3,"Lvl","Inside","Blmngtn","Norm","TwnhsE","1Story",7,5,2006,2006,"Gable","VinylSd","VinylSd",1,14,"Gd","TA","PConc",4,3,3,6,453,1,0,767,1220,"Ex",1364,0,1364,1,2,0,2,"Gd",6,1,4,"Attchd",2006,3,2,437,3,100,16,0,"None",11,2006,"New","Partial",NA
120,"RL",43,2938,3,"Lvl","Inside","Blmngtn","Norm","TwnhsE","1Story",7,5,2002,2002,"Gable","VinylSd","VinylSd",1,40,"Gd","TA","PConc",4,3,3,6,1038,1,0,330,1368,"Ex",1511,0,1511,1,2,0,2,"Gd",5,1,3,"Attchd",2002,3,2,398,3,130,30,0,"None",5,2006,"WD","Normal",NA
120,"RM",43,3072,3,"Lvl","Inside","Blmngtn","Norm","TwnhsE","1Story",7,5,2004,2004,"Hip","VinylSd","VinylSd",1,18,"Gd","TA","PConc",4,3,1,6,1059,1,0,306,1365,"Ex",1548,0,1548,1,2,0,2,"Gd",7,1,3,"Attchd",2004,3,2,388,3,143,20,0,"None",9,2006,"WD","Normal",NA
120,"RL",43,3010,3,"Lvl","Inside","Blmngtn","Norm","TwnhsE","1Story",7,5,2005,2006,"Gable","VinylSd","VinylSd",1,14,"Gd","TA","PConc",4,3,4,6,16,1,0,1126,1142,"Ex",1142,0,1142,0,2,0,2,"Gd",6,0,0,"Attchd",2005,3,2,440,3,90,0,0,"None",6,2006,"New","Partial",NA
60,"RL",59,9171,2,"Lvl","Inside","Gilbert","Norm","1Fam","2Story",7,5,2004,2005,"Gable","VinylSd","VinylSd",0,0,"Gd","TA","PConc",4,3,3,1,0,1,0,848,848,"Ex",848,750,1598,0,2,1,3,"Gd",7,1,4,"Attchd",2004,3,2,433,3,100,48,0,"None",7,2006,"WD","Normal",NA
60,"RL",64,8658,2,"Lvl","Inside","Gilbert","Norm","1Fam","2Story",6,5,2000,2000,"Gable","VinylSd","VinylSd",0,0,"TA","TA","PConc",4,3,1,5,732,1,0,250,982,"Ex",1008,881,1889,0,2,1,3,"TA",9,1,3,"Attchd",2000,3,2,431,3,0,0,0,"None",4,2006,"WD","Normal",NA
60,"RL",64,12104,2,"Lvl","FR3","Gilbert","Norm","1Fam","2Story",7,5,2006,2006,"Gable","VinylSd","VinylSd",0,0,"Gd","TA","PConc",4,3,1,1,0,1,0,1035,1035,"Gd",1082,1240,2322,0,3,1,4,"Gd",8,0,0,"Attchd",2006,2,3,617,3,400,45,0,"None",8,2006,"New","Partial",NA
60,"RL",84,9660,2,"Lvl","Inside","NoRidge","Norm","1Fam","2Story",8,5,1998,1998,"Gable","VinylSd","VinylSd",1,242,"Gd","TA","PConc",4,3,1,6,791,1,0,253,1044,"Ex",1079,897,1976,1,2,1,3,"Gd",7,1,5,"Attchd",1998,3,3,885,3,210,31,0,"None",2,2006,"WD","Normal",NA
60,"RL",83,9545,3,"Lvl","Corner","NoRidge","Norm","1Fam","2Story",8,5,2000,2000,"Gable","VinylSd","VinylSd",1,322,"Gd","TA","PConc",4,3,2,6,505,1,0,655,1160,"Ex",1205,1029,2234,1,2,1,3,"Gd",7,1,3,"BuiltIn",2000,2,3,768,3,0,50,0,"None",6,2006,"WD","Normal",NA
60,"RL",89,9233,2,"Lvl","Inside","NoRidge","Norm","1Fam","2Story",9,5,2000,2000,"Gable","VinylSd","VinylSd",1,877,"Gd","TA","PConc",5,3,3,6,1182,1,0,358,1540,"Ex",1540,1315,2855,1,2,1,4,"Ex",9,1,3,"Attchd",2000,2,3,774,3,247,55,0,"None",3,2006,"WD","Normal",NA
60,"RL",83,10019,2,"Lvl","Inside","NoRidge","Norm","1Fam","2Story",8,5,1995,1995,"Hip","VinylSd","VinylSd",1,397,"Gd","TA","PConc",4,3,1,5,527,1,0,815,1342,"Ex",1358,1368,2726,0,2,1,4,"Gd",9,1,5,"Attchd",1995,2,3,725,3,307,169,168,"None",6,2006,"WD","Normal",NA
60,"RL",114,17242,2,"Lvl","Inside","NoRidge","Norm","1Fam","2Story",9,5,1993,1994,"Hip","MetalSd","MetalSd",1,738,"Gd","Gd","PConc",5,3,4,3,292,6,1393,48,1733,"Ex",1933,1567,3500,1,3,1,4,"Ex",11,1,3,"Attchd",1993,2,3,959,3,870,86,0,"None",5,2006,"WD","Normal",NA
60,"RL",89,10236,2,"Lvl","Inside","NoRidge","Norm","1Fam","2Story",8,5,1994,1995,"Gable","VinylSd","VinylSd",1,501,"Gd","TA","PConc",4,3,4,6,380,4,168,742,1290,"Ex",1305,1189,2494,1,2,1,4,"Gd",9,1,3,"Attchd",1994,3,3,803,3,200,95,0,"GdPrv",6,2006,"WD","Normal",NA
60,"RL",89,12585,2,"Lvl","Inside","NoRidge","Norm","1Fam","2Story",8,5,1993,1993,"Gable","HdBoard","ImStucc",1,420,"Gd","TA","PConc",4,3,1,2,247,6,1039,0,1286,"Ex",1565,1234,2799,1,2,1,3,"Gd",8,1,3,"Attchd",1993,3,3,704,3,432,136,0,"None",10,2006,"WD","Normal",NA
60,"RL",75,12447,2,"Lvl","Inside","Somerst","RRAn","1Fam","2Story",8,5,2005,2006,"Gable","CemntBd","CmentBd",2,192,"Gd","TA","PConc",4,4,1,1,0,1,0,1100,1100,"Ex",1116,848,1964,0,2,1,3,"Gd",8,1,4,"BuiltIn",2005,3,2,760,3,200,70,0,"None",1,2006,"New","Partial",NA
20,"RL",49,15218,2,"Lvl","CulDSac","Somerst","RRAn","1Fam","1Story",8,5,2006,2006,"Gable","VinylSd","VinylSd",0,0,"Gd","TA","PConc",5,4,1,6,1562,1,0,108,1670,"Ex",1670,0,1670,1,2,1,2,"Gd",6,1,4,"Attchd",2006,2,3,928,3,0,240,200,"None",9,2006,"New","Partial",NA
20,"RL",85,10936,3,"Lvl","Corner","Somerst","Feedr","1Fam","1Story",8,5,2006,2006,"Gable","VinylSd","VinylSd",1,60,"Gd","TA","PConc",4,3,1,1,0,1,0,1504,1504,"Ex",1504,0,1504,0,2,0,3,"Gd",7,0,0,"Attchd",2006,3,2,510,3,144,0,0,"None",9,2006,"New","Partial",NA
20,"FV",72,8640,3,"Lvl","Inside","Somerst","Norm","1Fam","1Story",8,5,2006,2006,"Gable","VinylSd","VinylSd",0,0,"Gd","TA","PConc",4,3,1,6,24,1,0,1254,1278,"Ex",1278,0,1278,0,2,0,2,"Gd",5,0,0,"Attchd",2006,2,2,584,3,0,60,0,"None",10,2006,"New","Partial",NA
60,"FV",100,13162,3,"Lvl","Corner","Somerst","Feedr","1Fam","2Story",9,5,2006,2006,"Gable","VinylSd","VinylSd",0,0,"Gd","TA","PConc",5,3,1,6,1836,1,0,200,2036,"Ex",2036,604,2640,1,3,1,3,"Ex",11,1,4,"Attchd",2006,2,3,792,3,0,265,0,"None",11,2006,"New","Partial",NA
60,"FV",65,8125,3,"Lvl","Inside","Somerst","Norm","1Fam","2Story",6,5,2005,2005,"Gable","VinylSd","VinylSd",0,0,"Gd","TA","PConc",4,3,1,1,0,1,0,858,858,"Ex",858,858,1716,0,2,1,3,"Gd",7,0,0,"Attchd",2005,2,2,615,3,0,53,0,"None",2,2006,"WD","Normal",NA
20,"RL",74,7733,2,"Lvl","Inside","SawyerW","Norm","1Fam","1Story",6,5,2005,2005,"Gable","VinylSd","VinylSd",0,0,"TA","TA","PConc",3,3,2,6,24,1,0,1118,1142,"Ex",1142,0,1142,0,1,1,3,"Gd",5,0,0,"No Garage",2005,0,0,0,0,4,50,0,"None",1,2006,"WD","Normal",NA
20,"RL",91,11024,2,"Lvl","Corner","SawyerW","Norm","1Fam","1Story",7,5,2005,2006,"Gable","VinylSd","VinylSd",1,118,"Gd","TA","PConc",4,3,3,1,0,1,0,1400,1400,"Ex",1400,0,1400,0,2,0,3,"Gd",6,0,0,"Attchd",2005,2,2,612,3,144,55,0,"None",10,2006,"New","Partial",NA
20,"RL",63,13072,3,"Lvl","Inside","SawyerW","RRAe","1Fam","1Story",6,5,2005,2006,"Gable","VinylSd","VinylSd",0,0,"TA","TA","PConc",4,3,1,1,0,1,0,1131,1131,"Ex",1131,0,1131,0,1,1,3,"Gd",6,0,0,"No Garage",2005,0,0,0,0,0,39,0,"None",3,2006,"New","Partial",NA
60,"RL",65,7800,3,"Lvl","Inside","SawyerW","Norm","1Fam","2Story",7,5,2005,2005,"Gable","VinylSd","VinylSd",1,172,"Gd","TA","PConc",4,3,1,1,0,1,0,891,891,"Ex",891,795,1686,0,2,1,3,"Gd",8,0,0,"Attchd",2005,3,2,462,3,144,101,0,"None",4,2006,"WD","Normal",NA
60,"RL",74,7632,2,"Lvl","Inside","SawyerW","Norm","1Fam","2Story",7,5,2005,2005,"Gable","VinylSd","VinylSd",1,96,"Gd","TA","PConc",4,3,1,1,0,1,0,784,784,"Ex",831,754,1585,0,2,1,3,"Gd",7,0,0,"Attchd",2005,2,2,449,3,100,77,0,"None",3,2006,"WD","Normal",NA
60,"RL",70,8304,2,"Lvl","Inside","SawyerW","Norm","1Fam","2Story",6,5,1997,1998,"Gable","VinylSd","VinylSd",0,0,"TA","TA","PConc",4,3,1,1,0,1,0,941,941,"Ex",941,896,1837,0,2,1,3,"TA",7,0,0,"Attchd",1997,2,2,688,3,150,165,0,"GdPrv",7,2006,"WD","Normal",NA
60,"RL",70,9370,1,"Lvl","Inside","SawyerW","Norm","1Fam","2Story",6,5,1992,1993,"Gable","HdBoard","HdBoard",0,0,"Gd","TA","PConc",4,3,1,5,758,1,0,78,836,"Ex",844,887,1731,1,2,1,3,"Gd",7,0,0,"Attchd",1992,2,2,462,3,307,85,0,"None",10,2006,"WD","Family",NA
120,"RL",50,7175,3,"Lvl","Inside","SawyerW","Norm","TwnhsE","1Story",6,5,1990,1991,"Gable","Plywood","Plywood",0,0,"Gd","TA","PConc",4,3,1,6,904,1,0,494,1398,"Gd",1398,0,1398,1,2,0,2,"Gd",5,0,0,"Attchd",1990,2,2,542,3,0,46,0,"MnPrv",7,2006,"WD","Normal",NA
120,"RL",50,7175,3,"Lvl","Inside","SawyerW","Norm","TwnhsE","1Story",6,5,1991,1991,"Gable","Plywood","Plywood",0,0,"Gd","TA","PConc",4,3,1,6,278,1,0,939,1217,"Gd",1217,0,1217,0,2,0,2,"Gd",5,0,0,"Attchd",1991,2,2,484,3,0,64,0,"None",6,2006,"WD","Normal",NA
60,"RL",67,9019,2,"Lvl","Inside","SawyerW","RRAe","1Fam","2Story",6,5,1994,1994,"Gable","VinylSd","VinylSd",0,0,"TA","TA","PConc",4,3,1,5,274,1,0,362,636,"Ex",636,684,1320,0,2,1,3,"Gd",6,0,0,"Attchd",1994,3,2,472,3,0,40,0,"None",7,2006,"WD","Normal",NA
20,"RL",70,9100,3,"Lvl","Inside","Sawyer","RRAe","1Fam","1Story",5,4,1962,1962,"Hip","Wd Sdng","Wd Sdng",1,51,"TA","TA","CBlock",3,3,1,2,36,1,0,952,988,"Ex",988,0,988,1,1,0,3,"TA",6,0,0,"Detchd",1977,1,2,624,3,0,0,0,"None",7,2006,"WD","Normal",NA
90,"RM",68,8927,3,"Lvl","Inside","Sawyer","RRAe","Duplex","1.5Fin",6,6,1977,1977,"Gable","VinylSd","VinylSd",0,0,"TA","Gd","CBlock",0,0,0,0,0,0,0,0,0,"TA",1286,368,1654,0,2,0,4,"TA",10,0,0,"Attchd",1977,2,2,528,3,0,0,0,"None",8,2006,"WD","Normal",NA
20,"RL",72,9240,2,"Lvl","Inside","Sawyer","Norm","1Fam","1Story",5,6,1962,2002,"Hip","HdBoard","HdBoard",0,0,"TA","TA","CBlock",3,3,1,4,612,1,0,252,864,"Gd",1211,0,1211,0,1,0,2,"TA",6,1,3,"Detchd",1972,1,2,576,3,161,0,0,"MnPrv",3,2006,"WD","Normal",NA
20,"RL",72,9308,2,"Lvl","CulDSac","Sawyer","RRNe","1Fam","1Story",5,5,1965,1965,"Gable","HdBoard","HdBoard",0,0,"TA","TA","CBlock",3,3,1,3,554,1,0,430,984,"TA",984,0,984,0,1,0,3,"TA",5,0,0,"Attchd",1965,1,1,310,3,0,0,0,"MnPrv",7,2006,"WD","Normal",NA
20,"RL",65,8450,3,"Lvl","Inside","Sawyer","RRAe","1Fam","1Story",5,6,1968,1968,"Gable","Plywood","Plywood",1,90,"TA","TA","CBlock",3,3,1,4,162,3,270,450,882,"TA",909,0,909,0,1,0,3,"TA",5,0,0,"Attchd",1968,1,1,294,3,0,155,0,"MnPrv",11,2006,"COD","Normal",NA
20,"RL",72,8638,2,"Lvl","Inside","Sawyer","RRAe","1Fam","1Story",5,6,1963,1963,"Gable","HdBoard","HdBoard",0,0,"TA","TA","PConc",3,3,1,5,181,1,0,744,925,"Gd",925,0,925,1,1,0,2,"TA",5,0,0,"Detchd",1990,1,2,484,3,203,74,0,"None",10,2006,"WD","Normal",NA
20,"RL",72,13052,2,"Lvl","CulDSac","Sawyer","Norm","1Fam","1Story",5,6,1965,1965,"Gable","HdBoard","HdBoard",0,0,"TA","TA","CBlock",3,3,1,3,712,1,0,312,1024,"TA",1024,0,1024,0,1,1,3,"TA",5,0,0,"Attchd",1965,1,1,308,3,0,0,0,"MnPrv",1,2006,"WD","Normal",NA
20,"RL",72,8020,2,"Lvl","Inside","Sawyer","Norm","1Fam","1Story",5,6,1964,1964,"Gable","HdBoard","HdBoard",0,0,"TA","TA","CBlock",3,3,1,5,644,1,0,268,912,"TA",912,0,912,0,1,0,3,"TA",6,0,0,"No Garage",1964,0,0,0,0,0,0,0,"GdWo",4,2006,"WD","Normal",NA
20,"RL",72,8789,2,"Lvl","Inside","Sawyer","Norm","1Fam","1Story",5,6,1967,1967,"Gable","VinylSd","VinylSd",0,0,"TA","TA","CBlock",3,3,2,3,659,1,0,253,912,"TA",941,0,941,0,1,0,3,"TA",6,1,1,"Attchd",1967,1,1,288,3,64,0,0,"None",6,2006,"WD","Normal",NA
80,"RL",100,14330,2,"Low","Corner","Veenker","Norm","1Fam","SLvl",7,4,1974,1974,"Gable","WdShing","Wd Sdng",1,145,"Gd","Fa","CBlock",4,3,4,5,1023,4,497,228,1748,"Gd",2151,495,2646,1,2,0,3,"Gd",9,4,3,"Attchd",1974,2,2,550,3,641,100,0,"GdPrv",1,2006,"WD","Normal",NA
60,"RL",105,11025,3,"HLS","Inside","NoRidge","Norm","1Fam","2Story",8,5,1992,1993,"Gable","HdBoard","ImStucc",1,692,"Gd","TA","PConc",5,3,4,6,1118,1,0,216,1334,"Ex",1520,1306,2826,1,2,1,3,"Gd",9,3,3,"Attchd",1992,2,3,888,3,177,208,186,"None",10,2006,"WD","Normal",NA
120,"FV",34,3628,3,"Lvl","Inside","Somerst","Norm","TwnhsE","1Story",7,5,2004,2004,"Gable","MetalSd","MetalSd",0,0,"Gd","TA","PConc",4,3,1,1,0,1,0,1143,1143,"Ex",1143,0,1143,0,1,1,1,"Gd",5,1,4,"Attchd",2004,2,2,588,3,0,191,0,"None",5,2006,"WD","Normal",NA
160,"FV",24,2544,3,"Lvl","Inside","Somerst","Norm","Twnhs","2Story",7,5,2005,2005,"Gable","MetalSd","MetalSd",0,0,"Gd","TA","PConc",4,3,1,1,0,1,0,600,600,"Ex",520,623,1223,0,2,1,2,"Gd",4,0,0,"Detchd",2005,2,2,480,3,0,166,0,"None",7,2006,"WD","Normal",NA
160,"FV",72,2998,3,"Lvl","Inside","Somerst","Norm","TwnhsE","2Story",6,5,2000,2000,"Gable","MetalSd","MetalSd",1,513,"Gd","TA","PConc",4,3,1,6,353,1,0,403,756,"Ex",768,756,1524,0,2,1,2,"Gd",4,0,0,"Detchd",2000,1,2,440,3,0,32,0,"None",6,2006,"WD","Normal",NA
160,"FV",72,4447,2,"Lvl","FR2","Somerst","Norm","TwnhsE","2Story",7,5,2003,2003,"Gable","VinylSd","VinylSd",0,0,"Gd","TA","PConc",4,3,1,1,0,1,0,530,530,"Ex",530,550,1080,0,2,1,2,"Gd",4,0,0,"Attchd",2003,2,2,496,3,0,50,0,"None",7,2006,"WD","Normal",NA
60,"FV",114,8314,2,"Lvl","Corner","Somerst","Norm","1Fam","2Story",7,5,1997,1998,"Hip","Wd Sdng","Wd Sdng",0,0,"Gd","TA","PConc",4,3,1,1,0,1,0,569,569,"Ex",854,840,1694,0,2,1,3,"Gd",6,1,3,"BuiltIn",1997,1,1,434,3,0,382,0,"GdPrv",11,2006,"WD","Normal",NA
20,"FV",60,7180,2,"Lvl","Inside","Somerst","Norm","1Fam","1Story",8,5,2001,2002,"Gable","CemntBd","CmentBd",0,0,"Gd","TA","PConc",4,3,1,1,0,1,0,1568,1568,"Ex",1568,0,1568,0,2,0,3,"Gd",6,1,3,"Attchd",2001,2,2,564,3,0,266,0,"None",9,2006,"WD","Normal",NA
190,"RL",79,13110,2,"Lvl","Corner","NWAmes","RRAn","2fmCon","1Story",5,6,1972,1972,"Gable","Plywood","Plywood",1,144,"TA","TA","CBlock",4,3,1,6,962,1,0,191,1153,"Ex",1193,0,1193,1,2,0,2,"TA",6,0,0,"Attchd",1972,3,2,501,3,140,153,0,"MnPrv",7,2006,"WD","Normal",NA
20,"RL",78,10140,3,"Lvl","Inside","NWAmes","RRAn","1Fam","1Story",7,6,1967,1967,"Hip","HdBoard","HdBoard",1,264,"TA","TA","CBlock",3,3,1,4,553,2,68,713,1334,"Gd",1334,0,1334,1,2,0,3,"TA",7,0,0,"Attchd",1967,2,2,477,3,0,20,35,"None",4,2006,"WD","Normal",NA
20,"RL",80,9600,3,"Lvl","Corner","NAmes","Feedr","1Fam","1Story",5,5,1968,1968,"Gable","MetalSd","MetalSd",0,0,"TA","TA","CBlock",3,3,1,5,758,1,0,293,1051,"Gd",1051,0,1051,1,1,0,3,"TA",6,0,0,"Attchd",1968,2,2,504,3,0,0,0,"None",7,2006,"WD","Normal",NA
60,"RL",72,8640,3,"Lvl","Inside","NAmes","Feedr","1Fam","2Story",5,5,1968,1968,"Gable","HdBoard","HdBoard",1,300,"TA","TA","CBlock",4,2,2,5,361,3,483,56,900,"Ex",884,886,1770,1,1,1,4,"TA",7,0,0,"Attchd",1968,2,2,530,3,0,60,0,"None",6,2006,"WD","Normal",NA
20,"RL",78,9360,3,"Lvl","Inside","NAmes","Feedr","1Fam","1Story",6,7,1968,2004,"Hip","HdBoard","HdBoard",1,203,"TA","TA","CBlock",3,3,3,5,760,1,0,216,976,"TA",976,0,976,1,1,0,2,"Gd",4,1,2,"Attchd",1968,2,2,504,3,94,0,0,"None",8,2006,"WD","Abnorml",NA
85,"RL",70,8400,3,"Lvl","Inside","NAmes","Feedr","1Fam","SFoyer",5,6,1968,1968,"Gable","HdBoard","HdBoard",0,0,"TA","TA","CBlock",4,3,4,6,744,1,0,89,833,"Gd",898,0,898,1,1,0,3,"TA",6,0,0,"Attchd",1968,2,1,326,3,143,0,0,"None",8,2006,"WD","Normal",NA
20,"RL",73,9759,2,"Lvl","Inside","NAmes","Norm","1Fam","1Story",5,5,1966,1966,"Gable","Plywood","Plywood",0,0,"TA","TA","CBlock",3,3,1,4,799,1,0,252,1051,"TA",1051,0,1051,1,1,0,3,"TA",6,0,0,"Attchd",1966,2,1,264,3,182,88,0,"None",3,2006,"WD","Normal",NA
80,"RL",80,9600,3,"Lvl","Inside","NAmes","Norm","1Fam","SLvl",5,7,1967,1967,"Gable","MetalSd","MetalSd",1,140,"TA","TA","PConc",3,3,3,5,602,3,402,137,1141,"Gd",1141,0,1141,1,1,0,3,"TA",6,0,0,"Attchd",1967,1,1,568,3,0,78,0,"None",7,2006,"WD","Normal",NA
190,"RL",80,8800,3,"Lvl","Inside","NAmes","RRAn","2fmCon","1Story",6,7,1965,2000,"Hip","BrkFace","VinylSd",0,0,"TA","Gd","PConc",3,3,2,5,901,4,252,34,1187,"Ex",1565,0,1565,1,2,0,3,"Gd",7,2,3,"Attchd",1965,2,1,299,3,200,25,211,"MnPrv",6,2006,"WD","Abnorml",NA
